,image_number,xmin,ymin,xmax,ymax,x_values_odo,y_values_odo,z_values_odo,x_center,y_center,width,height
1280,987,385,211,627,518,-6.186,-0.468,-0.576793,506,364,242,307
1281,987,232,243,394,491,-6.186,-0.468,-0.576793,313,367,162,248
1282,987,69,269,208,464,-6.186,-0.468,-0.576793,138,366,139,195
1283,988,960,23,1280,709,-6.185,-0.47,-0.569899,1120,366,320,686
1284,988,586,188,856,569,-6.185,-0.47,-0.569899,721,378,270,381
1285,988,403,212,616,523,-6.185,-0.47,-0.569899,509,367,213,311
1286,988,244,237,436,484,-6.185,-0.47,-0.569899,340,360,192,247
1287,988,91,262,242,463,-6.185,-0.47,-0.569899,166,362,151,201
1288,989,629,189,891,580,-6.185,-0.47,-0.564859,760,384,262,391
1289,989,465,219,679,535,-6.185,-0.47,-0.564859,572,377,214,316
1290,989,301,239,501,491,-6.185,-0.47,-0.564859,401,365,200,252
1291,989,134,262,294,458,-6.185,-0.47,-0.564859,214,360,160,196
1292,989,1,278,121,435,-6.185,-0.47,-0.564859,61,356,120,157
1293,989,986,26,1280,711,-6.185,-0.47,-0.564859,1133,368,294,685
1294,990,650,191,936,567,-6.185,-0.47,-0.556625,793,379,286,376
1295,990,475,215,706,524,-6.185,-0.47,-0.556625,590,369,231,309
1296,990,333,248,495,484,-6.185,-0.47,-0.556625,414,366,162,236
1297,990,170,270,320,457,-6.185,-0.47,-0.556625,245,363,150,187
1298,990,8,280,136,453,-6.185,-0.47,-0.556625,72,366,128,173
1299,991,686,195,967,580,-6.185,-0.47,-0.548975,826,387,281,385
1300,991,520,221,727,520,-6.185,-0.47,-0.548975,623,370,207,299
1301,991,359,247,541,481,-6.185,-0.47,-0.548975,450,364,182,234
1302,991,207,271,359,473,-6.185,-0.47,-0.548975,283,372,152,202
1303,991,50,276,203,445,-6.185,-0.47,-0.548975,126,360,153,169
1304,992,723,199,997,576,-6.185,-0.47,-0.540636,860,387,274,377
1305,992,535,220,765,543,-6.185,-0.47,-0.540636,650,381,230,323
1306,992,259,273,379,472,-6.185,-0.47,-0.540636,319,372,120,199
1307,992,90,290,221,444,-6.185,-0.47,-0.540636,155,367,131,154
1308,992,404,252,553,489,-6.185,-0.47,-0.540636,478,370,149,237
1309,993,755,196,1044,585,-6.185,-0.47,-0.53289,899,390,289,389
1310,993,582,218,794,533,-6.185,-0.47,-0.53289,688,375,212,315
1311,993,429,244,618,492,-6.185,-0.47,-0.53289,523,368,189,248
1312,993,290,284,416,476,-6.185,-0.47,-0.53289,353,380,126,192
1313,993,140,290,265,457,-6.185,-0.47,-0.53289,202,373,125,167
1314,994,809,197,1090,588,-6.185,-0.47,-0.524449,949,392,281,391
1315,994,624,220,850,540,-6.185,-0.47,-0.524449,737,380,226,320
1316,994,472,249,651,496,-6.185,-0.47,-0.524449,561,372,179,247
1317,994,333,285,479,469,-6.185,-0.47,-0.524449,406,377,146,184
1318,994,179,290,312,462,-6.185,-0.47,-0.524449,245,376,133,172
1319,995,849,200,1139,605,-6.185,-0.47,-0.516611,994,402,290,405
1320,995,667,226,882,531,-6.185,-0.47,-0.516611,774,378,215,305
1321,995,508,255,701,505,-6.185,-0.47,-0.516611,604,380,193,250
1322,995,375,285,514,473,-6.185,-0.47,-0.516611,444,379,139,188
1323,995,219,298,356,458,-6.185,-0.47,-0.516611,287,378,137,160
1324,996,883,199,1186,596,-6.185,-0.47,-0.50807,1034,397,303,397
1325,996,702,221,924,538,-6.185,-0.47,-0.50807,813,379,222,317
1326,996,557,258,729,502,-6.185,-0.47,-0.50807,643,380,172,244
1327,996,414,289,550,481,-6.185,-0.47,-0.50807,482,385,136,192
1328,996,258,301,389,465,-6.185,-0.47,-0.50807,323,383,131,164
1329,996,1,213,115,485,-6.185,-0.47,-0.50807,58,349,114,272
1330,997,925,203,1234,598,-6.185,-0.47,-0.499479,1079,400,309,395
1331,997,736,226,970,543,-6.185,-0.47,-0.499479,853,384,234,317
1332,997,581,262,764,504,-6.185,-0.47,-0.499479,672,383,183,242
1333,997,444,285,581,471,-6.185,-0.47,-0.499479,512,378,137,186
1334,997,304,298,439,457,-6.185,-0.47,-0.499479,371,377,135,159
1335,997,3,210,148,469,-6.185,-0.47,-0.499479,75,339,145,259
1336,998,966,201,1277,603,-6.185,-0.47,-0.491506,1121,402,311,402
1337,998,780,231,1014,541,-6.185,-0.47,-0.491506,897,386,234,310
1338,998,639,260,798,498,-6.185,-0.47,-0.491506,718,379,159,238
1339,998,484,297,623,482,-6.185,-0.47,-0.491506,553,389,139,185
1340,998,334,305,483,462,-6.185,-0.47,-0.491506,408,383,149,157
1341,998,58,224,192,467,-6.185,-0.47,-0.491506,125,345,134,243
1342,999,1011,206,1280,614,-6.185,-0.47,-0.482821,1145,410,269,408
1343,999,825,234,1052,548,-6.185,-0.47,-0.482821,938,391,227,314
1344,999,662,262,856,512,-6.185,-0.47,-0.482821,759,387,194,250
1345,999,522,298,658,475,-6.185,-0.47,-0.482821,590,386,136,177
1346,999,371,312,493,468,-6.185,-0.47,-0.482821,432,390,122,156
1347,999,81,226,232,469,-6.185,-0.47,-0.482821,156,347,151,243
1348,999,11,245,136,478,-6.185,-0.47,-0.482821,73,361,125,233
1349,1000,1040,203,1280,616,-6.185,-0.47,-0.474761,1160,409,240,413
1350,1000,840,228,1073,557,-6.185,-0.47,-0.474761,956,392,233,329
1351,1000,691,266,886,498,-6.185,-0.47,-0.474761,788,382,195,232
1352,1000,544,303,682,474,-6.185,-0.47,-0.474761,613,388,138,171
1353,1000,403,305,536,472,-6.185,-0.47,-0.474761,469,388,133,167
1354,1000,125,225,252,474,-6.185,-0.47,-0.474761,188,349,127,249
1355,1000,33,248,165,471,-6.185,-0.47,-0.474761,99,359,132,223
1356,1001,1033,201,1280,619,-6.185,-0.47,-0.465985,1156,410,247,418
1357,1001,840,232,1081,557,-6.185,-0.47,-0.465985,960,394,241,325
1358,1001,671,269,885,501,-6.185,-0.47,-0.465985,778,385,214,232
1359,1001,540,305,677,484,-6.185,-0.47,-0.465985,608,394,137,179
1360,1001,408,308,533,469,-6.185,-0.47,-0.465985,470,388,125,161
1361,1001,110,227,266,474,-6.185,-0.47,-0.465985,188,350,156,247
1362,1001,37,249,186,476,-6.185,-0.47,-0.465985,111,362,149,227
1363,1002,1021,204,1280,606,-6.184,-0.472,-0.462597,1150,405,259,402
1364,1002,811,235,1092,560,-6.184,-0.472,-0.462597,951,397,281,325
1365,1002,683,264,883,505,-6.184,-0.472,-0.462597,783,384,200,241
1366,1002,556,298,686,480,-6.184,-0.472,-0.462597,621,389,130,182
1367,1002,408,304,534,470,-6.184,-0.472,-0.462597,471,387,126,166
1368,1002,125,227,258,477,-6.184,-0.472,-0.462597,191,352,133,250
1369,1002,37,261,173,477,-6.184,-0.472,-0.462597,105,369,136,216
1370,1003,1032,205,1280,611,-6.181,-0.476,-0.460561,1156,408,248,406
1371,1003,841,233,1086,561,-6.181,-0.476,-0.460561,963,397,245,328
1372,1003,690,269,850,503,-6.181,-0.476,-0.460561,770,386,160,234
1373,1003,542,298,677,489,-6.181,-0.476,-0.460561,609,393,135,191
1374,1003,398,314,515,473,-6.181,-0.476,-0.460561,456,393,117,159
1375,1003,100,230,257,479,-6.181,-0.476,-0.460561,178,354,157,249
1376,1003,35,260,170,492,-6.181,-0.476,-0.460561,102,376,135,232
1377,1004,1036,195,1280,601,-6.176,-0.483,-0.461919,1158,398,244,406
1378,1004,848,225,1088,559,-6.176,-0.483,-0.461919,968,392,240,334
1379,1004,697,258,873,505,-6.176,-0.483,-0.461919,785,381,176,247
1380,1004,536,295,682,480,-6.176,-0.483,-0.461919,609,387,146,185
1381,1004,375,302,514,459,-6.176,-0.483,-0.461919,444,380,139,157
1382,1004,118,219,265,475,-6.176,-0.483,-0.461919,191,347,147,256
1383,1004,29,233,173,481,-6.176,-0.483,-0.461919,101,357,144,248
1384,1005,1075,197,1280,617,-6.168,-0.493,-0.46124,1177,407,205,420
1385,1005,878,238,1112,562,-6.168,-0.493,-0.46124,995,400,234,324
1386,1005,723,262,905,505,-6.168,-0.493,-0.46124,814,383,182,243
1387,1005,570,305,714,491,-6.168,-0.493,-0.46124,642,398,144,186
1388,1005,422,309,572,471,-6.168,-0.493,-0.46124,497,390,150,162
1389,1005,152,254,295,472,-6.168,-0.493,-0.46124,223,363,143,218
1390,1005,81,251,202,470,-6.168,-0.493,-0.46124,141,360,121,219
1391,1006,1118,198,1280,623,-6.16,-0.505,-0.46124,1199,410,162,425
1392,1006,915,235,1167,576,-6.16,-0.505,-0.46124,1041,405,252,341
1393,1006,750,263,933,520,-6.16,-0.505,-0.46124,841,391,183,257
1394,1006,617,308,772,483,-6.16,-0.505,-0.46124,694,395,155,175
1395,1006,463,311,617,475,-6.16,-0.505,-0.46124,540,393,154,164
1396,1006,200,237,343,479,-6.16,-0.505,-0.46124,271,358,143,242
1397,1006,101,260,253,475,-6.16,-0.505,-0.46124,177,367,152,215
1398,1007,907,245,1155,598,-6.15,-0.52,-0.46124,1031,421,248,353
1399,1007,1109,208,1280,627,-6.15,-0.52,-0.46124,1194,417,171,419
1400,1007,737,274,951,524,-6.15,-0.52,-0.46124,844,399,214,250
1401,1007,586,298,730,491,-6.15,-0.52,-0.46124,658,394,144,193
1402,1007,449,307,585,476,-6.15,-0.52,-0.46124,517,391,136,169
1403,1007,188,248,343,484,-6.15,-0.52,-0.46124,265,366,155,236
1404,1007,91,251,229,454,-6.15,-0.52,-0.46124,160,352,138,203
1405,1008,923,240,1154,574,-6.137,-0.536,-0.46124,1038,407,231,334
1406,1008,762,272,936,523,-6.137,-0.536,-0.46124,849,397,174,251
1407,1008,615,311,744,493,-6.137,-0.536,-0.46124,679,402,129,182
1408,1008,472,310,598,480,-6.137,-0.536,-0.46124,535,395,126,170
1409,1008,214,235,324,491,-6.137,-0.536,-0.46124,269,363,110,256
1410,1008,118,269,243,473,-6.137,-0.536,-0.46124,180,371,125,204
1411,1009,922,240,1172,581,-6.126,-0.552,-0.460561,1047,410,250,341
1412,1009,754,276,951,535,-6.126,-0.552,-0.460561,852,405,197,259
1413,1009,608,316,751,504,-6.126,-0.552,-0.460561,679,410,143,188
1414,1009,466,324,592,481,-6.126,-0.552,-0.460561,529,402,126,157
1415,1009,169,247,333,487,-6.126,-0.552,-0.460561,251,367,164,240
1416,1009,82,265,229,472,-6.126,-0.552,-0.460561,155,368,147,207
1417,1010,930,241,1173,575,-6.115,-0.568,-0.46124,1051,408,243,334
1418,1010,742,276,949,526,-6.115,-0.568,-0.46124,845,401,207,250
1419,1010,603,312,751,502,-6.115,-0.568,-0.46124,677,407,148,190
1420,1010,464,322,586,484,-6.115,-0.568,-0.46124,525,403,122,162
1421,1010,192,230,327,487,-6.115,-0.568,-0.46124,259,358,135,257
1422,1010,103,265,245,485,-6.115,-0.568,-0.46124,174,375,142,220
1423,1011,918,244,1178,581,-6.102,-0.585,-0.460561,1048,412,260,337
1424,1011,767,278,955,533,-6.102,-0.585,-0.460561,861,405,188,255
1425,1011,609,311,751,494,-6.102,-0.585,-0.460561,680,402,142,183
1426,1011,473,323,602,486,-6.102,-0.585,-0.460561,537,404,129,163
1427,1011,203,245,331,481,-6.102,-0.585,-0.460561,267,363,128,236
1428,1011,107,269,245,471,-6.102,-0.585,-0.460561,176,370,138,202
1429,1012,920,237,1178,586,-6.091,-0.601,-0.460561,1049,411,258,349
1430,1012,752,276,943,526,-6.091,-0.601,-0.460561,847,401,191,250
1431,1012,603,315,751,501,-6.091,-0.601,-0.460561,677,408,148,186
1432,1012,458,327,591,492,-6.091,-0.601,-0.460561,524,409,133,165
1433,1012,190,246,327,491,-6.091,-0.601,-0.460561,258,368,137,245
1434,1012,63,269,229,485,-6.091,-0.601,-0.460561,146,377,166,216
1435,1013,929,235,1181,591,-6.079,-0.617,-0.460561,1055,413,252,356
1436,1013,761,277,952,528,-6.079,-0.617,-0.460561,856,402,191,251
1437,1013,606,314,758,504,-6.079,-0.617,-0.460561,682,409,152,190
1438,1013,465,326,593,479,-6.079,-0.617,-0.460561,529,402,128,153
1439,1013,184,241,314,493,-6.079,-0.617,-0.460561,249,367,130,252
1440,1013,88,262,232,414,-6.079,-0.617,-0.460561,160,338,144,152
1441,1014,901,233,1183,590,-6.067,-0.633,-0.460561,1042,411,282,357
1442,1014,755,276,959,533,-6.067,-0.633,-0.460561,857,404,204,257
1443,1014,601,317,755,507,-6.067,-0.633,-0.460561,678,412,154,190
1444,1014,449,325,583,493,-6.067,-0.633,-0.460561,516,409,134,168
1445,1014,197,243,313,495,-6.067,-0.633,-0.460561,255,369,116,252
1446,1014,58,253,224,498,-6.067,-0.633,-0.460561,141,375,166,245
1447,1014,1162,198,1280,642,-6.067,-0.633,-0.460561,1221,420,118,444
1448,1015,923,238,1179,600,-6.056,-0.649,-0.46124,1051,419,256,362
1449,1015,748,274,956,533,-6.056,-0.649,-0.46124,852,403,208,259
1450,1015,603,315,737,498,-6.056,-0.649,-0.46124,670,406,134,183
1451,1015,451,326,585,500,-6.056,-0.649,-0.46124,518,413,134,174
1452,1015,179,244,307,491,-6.056,-0.649,-0.46124,243,367,128,247
1453,1015,65,265,217,482,-6.056,-0.649,-0.46124,141,373,152,217
1454,1016,924,238,1187,591,-6.044,-0.665,-0.459882,1055,414,263,353
1455,1016,746,281,921,544,-6.044,-0.665,-0.459882,833,412,175,263
1456,1016,606,314,737,514,-6.044,-0.665,-0.459882,671,414,131,200
1457,1016,457,333,587,491,-6.044,-0.665,-0.459882,522,412,130,158
1458,1016,167,248,301,498,-6.044,-0.665,-0.459882,234,373,134,250
1459,1016,73,271,222,494,-6.044,-0.665,-0.459882,147,382,149,223
1460,1017,920,235,1186,603,-6.034,-0.679,-0.457163,1053,419,266,368
1461,1017,728,282,941,537,-6.034,-0.679,-0.457163,834,409,213,255
1462,1017,601,316,745,512,-6.034,-0.679,-0.457163,673,414,144,196
1463,1017,436,327,574,491,-6.034,-0.679,-0.457163,505,409,138,164
1464,1017,132,226,305,499,-6.034,-0.679,-0.457163,218,362,173,273
1465,1017,52,262,206,500,-6.034,-0.679,-0.457163,129,381,154,238
1466,1018,923,239,1183,606,-6.025,-0.691,-0.451711,1053,422,260,367
1467,1018,750,281,946,548,-6.025,-0.691,-0.451711,848,414,196,267
1468,1018,586,322,739,502,-6.025,-0.691,-0.451711,662,412,153,180
1469,1018,444,330,564,492,-6.025,-0.691,-0.451711,504,411,120,162
1470,1018,139,248,298,493,-6.025,-0.691,-0.451711,218,370,159,245
1471,1018,43,271,201,487,-6.025,-0.691,-0.451711,122,379,158,216
1472,1019,938,241,1186,600,-6.019,-0.699,-0.441444,1062,420,248,359
1473,1019,735,282,948,550,-6.019,-0.699,-0.441444,841,416,213,268
1474,1019,589,321,734,515,-6.019,-0.699,-0.441444,661,418,145,194
1475,1019,439,330,584,497,-6.019,-0.699,-0.441444,511,413,145,167
1476,1019,132,250,297,507,-6.019,-0.699,-0.441444,214,378,165,257
1477,1019,36,268,204,479,-6.019,-0.699,-0.441444,120,373,168,211
1478,1020,936,246,1222,606,-6.014,-0.706,-0.432499,1079,426,286,360
1479,1020,752,283,958,546,-6.014,-0.706,-0.432499,855,414,206,263
1480,1020,612,316,771,509,-6.014,-0.706,-0.432499,691,412,159,193
1481,1020,465,332,606,500,-6.014,-0.706,-0.432499,535,416,141,168
1482,1020,171,248,310,496,-6.014,-0.706,-0.432499,240,372,139,248
1483,1020,71,270,219,482,-6.014,-0.706,-0.432499,145,376,148,212
1484,1021,961,234,1280,631,-6.01,-0.71,-0.424204,1120,432,319,397
1485,1021,817,284,1011,545,-6.01,-0.71,-0.424204,914,414,194,261
1486,1021,665,326,804,528,-6.01,-0.71,-0.424204,734,427,139,202
1487,1021,511,335,636,493,-6.01,-0.71,-0.424204,573,414,125,158
1488,1021,216,250,370,505,-6.01,-0.71,-0.424204,293,377,154,255
1489,1021,116,270,260,515,-6.01,-0.71,-0.424204,188,392,144,245
1490,1022,1040,225,1280,625,-6.009,-0.712,-0.416569,1160,425,240,400
1491,1022,857,284,1033,545,-6.009,-0.712,-0.416569,945,414,176,261
1492,1022,703,329,836,520,-6.009,-0.712,-0.416569,769,424,133,191
1493,1022,551,336,677,506,-6.009,-0.712,-0.416569,614,421,126,170
1494,1022,241,249,392,498,-6.009,-0.712,-0.416569,316,373,151,249
1495,1022,145,276,304,506,-6.009,-0.712,-0.416569,224,391,159,230
1496,1023,1048,235,1280,623,-6.008,-0.712,-0.410997,1164,429,232,388
1497,1023,879,285,1101,559,-6.008,-0.712,-0.410997,990,422,222,274
1498,1023,732,327,864,518,-6.008,-0.712,-0.410997,798,422,132,191
1499,1023,573,334,715,491,-6.008,-0.712,-0.410997,644,412,142,157
1500,1023,290,258,429,517,-6.008,-0.712,-0.410997,359,387,139,259
1501,1023,183,283,332,510,-6.008,-0.712,-0.410997,257,396,149,227
1502,1024,1086,234,1280,620,-6.008,-0.712,-0.401911,1183,427,194,386
1503,1024,911,282,1085,555,-6.008,-0.712,-0.401911,998,418,174,273
1504,1024,751,326,888,527,-6.008,-0.712,-0.401911,819,426,137,201
1505,1024,593,335,739,512,-6.008,-0.712,-0.401911,666,423,146,177
1506,1024,299,255,449,504,-6.008,-0.712,-0.401911,374,379,150,249
1507,1024,202,270,353,503,-6.008,-0.712,-0.401911,277,386,151,233
1508,1025,908,287,1139,559,-6.008,-0.712,-0.393488,1023,423,231,272
1509,1025,784,327,931,518,-6.008,-0.712,-0.393488,857,422,147,191
1510,1025,642,344,772,510,-6.008,-0.712,-0.393488,707,427,130,166
1511,1025,347,260,483,513,-6.008,-0.712,-0.393488,415,386,136,253
1512,1025,258,284,407,484,-6.008,-0.712,-0.393488,332,384,149,200
1513,1025,1162,249,1280,598,-6.008,-0.712,-0.393488,1221,423,118,349
1514,1026,980,301,1194,558,-6.008,-0.712,-0.385032,1087,429,214,257
1515,1026,816,332,958,528,-6.008,-0.712,-0.385032,887,430,142,196
1516,1026,663,344,800,508,-6.008,-0.712,-0.385032,731,426,137,164
1517,1026,396,258,529,512,-6.008,-0.712,-0.385032,462,385,133,254
1518,1026,273,276,432,484,-6.008,-0.712,-0.385032,352,380,159,208
1519,1027,979,284,1186,544,-6.008,-0.712,-0.376544,1082,414,207,260
1520,1027,806,328,951,539,-6.008,-0.712,-0.376544,878,433,145,211
1521,1027,668,342,793,511,-6.008,-0.712,-0.376544,730,426,125,169
1522,1027,409,251,529,518,-6.008,-0.712,-0.376544,469,384,120,267
1523,1027,293,273,429,510,-6.008,-0.712,-0.376544,361,391,136,237
1524,1028,1042,283,1192,569,-6.008,-0.712,-0.368024,1117,426,150,286
1525,1028,978,307,1084,550,-6.008,-0.712,-0.368024,1031,428,106,243
1526,1028,809,326,961,531,-6.008,-0.712,-0.368024,885,428,152,205
1527,1028,667,333,801,516,-6.008,-0.712,-0.368024,734,424,134,183
1528,1028,407,248,515,518,-6.008,-0.712,-0.368024,461,383,108,270
1529,1028,293,282,437,518,-6.008,-0.712,-0.368024,365,400,144,236
1530,1029,1036,275,1180,556,-6.007,-0.713,-0.363752,1108,415,144,281
1531,1029,975,307,1049,519,-6.007,-0.713,-0.363752,1012,413,74,212
1532,1029,811,325,959,525,-6.007,-0.713,-0.363752,885,425,148,200
1533,1029,659,336,795,504,-6.007,-0.713,-0.363752,727,420,136,168
1534,1029,417,246,514,509,-6.007,-0.713,-0.363752,465,377,97,263
1535,1029,289,284,438,515,-6.007,-0.713,-0.363752,363,399,149,231
1536,1030,1031,288,1175,555,-6.003,-0.717,-0.361613,1103,421,144,267
1537,1030,972,305,1078,536,-6.003,-0.717,-0.361613,1025,420,106,231
1538,1030,821,324,961,516,-6.003,-0.717,-0.361613,891,420,140,192
1539,1030,650,335,781,492,-6.003,-0.717,-0.361613,715,413,131,157
1540,1030,405,243,507,508,-6.003,-0.717,-0.361613,456,375,102,265
1541,1030,293,263,419,507,-6.003,-0.717,-0.361613,356,385,126,244
1542,1031,969,269,1136,536,-5.996,-0.722,-0.361613,1052,402,167,267
1543,1031,786,311,932,515,-5.996,-0.722,-0.361613,859,413,146,204
1544,1031,651,334,764,503,-5.996,-0.722,-0.361613,707,418,113,169
1545,1031,386,245,496,505,-5.996,-0.722,-0.361613,441,375,110,260
1546,1031,274,259,393,484,-5.996,-0.722,-0.361613,333,371,119,225
1547,1032,1094,217,1280,611,-5.987,-0.731,-0.362326,1187,414,186,394
1548,1032,949,259,1079,548,-5.987,-0.731,-0.362326,1014,403,130,289
1549,1032,893,270,945,533,-5.987,-0.731,-0.362326,919,401,52,263
1550,1032,740,303,870,511,-5.987,-0.731,-0.362326,805,407,130,208
1551,1032,584,318,726,504,-5.987,-0.731,-0.362326,655,411,142,186
1552,1032,336,238,436,512,-5.987,-0.731,-0.362326,386,375,100,274
1553,1032,179,266,344,467,-5.987,-0.731,-0.362326,261,366,165,201
1554,1033,1056,212,1280,605,-5.976,-0.74,-0.3609,1168,408,224,393
1555,1033,909,268,1052,546,-5.976,-0.74,-0.3609,980,407,143,278
1556,1033,843,291,919,519,-5.976,-0.74,-0.3609,881,405,76,228
1557,1033,691,296,843,512,-5.976,-0.74,-0.3609,767,404,152,216
1558,1033,543,313,686,495,-5.976,-0.74,-0.3609,614,404,143,182
1559,1033,290,229,394,508,-5.976,-0.74,-0.3609,342,368,104,279
1560,1033,144,257,290,494,-5.976,-0.74,-0.3609,217,375,146,237
1561,1034,1028,216,1279,612,-5.963,-0.752,-0.361613,1153,414,251,396
1562,1034,842,263,1021,534,-5.963,-0.752,-0.361613,931,398,179,271
1563,1034,679,307,828,502,-5.963,-0.752,-0.361613,753,404,149,195
1564,1034,518,320,670,488,-5.963,-0.752,-0.361613,594,404,152,168
1565,1034,272,235,379,499,-5.963,-0.752,-0.361613,325,367,107,264
1566,1034,141,247,273,511,-5.963,-0.752,-0.361613,207,379,132,264
1567,1035,990,211,1276,631,-5.948,-0.766,-0.3609,1133,421,286,420
1568,1035,801,266,1020,535,-5.948,-0.766,-0.3609,910,400,219,269
1569,1035,640,310,797,506,-5.948,-0.766,-0.3609,718,408,157,196
1570,1035,490,323,634,487,-5.948,-0.766,-0.3609,562,405,144,164
1571,1035,229,236,336,499,-5.948,-0.766,-0.3609,282,367,107,263
1572,1035,96,262,247,498,-5.948,-0.766,-0.3609,171,380,151,236
1573,1036,982,212,1261,600,-5.933,-0.779,-0.361613,1121,406,279,388
1574,1036,791,262,987,539,-5.933,-0.779,-0.361613,889,400,196,277
1575,1036,628,312,770,507,-5.933,-0.779,-0.361613,699,409,142,195
1576,1036,472,319,595,488,-5.933,-0.779,-0.361613,533,403,123,169
1577,1036,204,235,323,506,-5.933,-0.779,-0.361613,263,370,119,271
1578,1036,72,258,217,500,-5.933,-0.779,-0.361613,144,379,145,242
1579,1037,962,212,1253,587,-5.918,-0.792,-0.361613,1107,399,291,375
1580,1037,772,260,965,534,-5.918,-0.792,-0.361613,868,397,193,274
1581,1037,625,301,773,505,-5.918,-0.792,-0.361613,699,403,148,204
1582,1037,469,321,616,488,-5.918,-0.792,-0.361613,542,404,147,167
1583,1037,216,231,313,499,-5.918,-0.792,-0.361613,264,365,97,268
1584,1037,69,249,215,505,-5.918,-0.792,-0.361613,142,377,146,256
1585,1038,971,205,1259,597,-5.903,-0.805,-0.361613,1115,401,288,392
1586,1038,835,262,994,534,-5.903,-0.805,-0.361613,914,398,159,272
1587,1038,787,281,872,519,-5.903,-0.805,-0.361613,829,400,85,238
1588,1038,629,305,758,505,-5.903,-0.805,-0.361613,693,405,129,200
1589,1038,473,315,596,505,-5.903,-0.805,-0.361613,534,410,123,190
1590,1038,210,241,311,520,-5.903,-0.805,-0.361613,260,380,101,279
1591,1038,71,251,212,486,-5.903,-0.805,-0.361613,141,368,141,235
1592,1039,974,205,1270,598,-5.888,-0.818,-0.3609,1122,401,296,393
1593,1039,772,262,983,529,-5.888,-0.818,-0.3609,877,395,211,267
1594,1039,628,302,765,504,-5.888,-0.818,-0.3609,696,403,137,202
1595,1039,463,318,595,485,-5.888,-0.818,-0.3609,529,401,132,167
1596,1039,201,232,308,519,-5.888,-0.818,-0.3609,254,375,107,287
1597,1039,70,245,214,435,-5.888,-0.818,-0.3609,142,340,144,190
1598,1040,962,199,1260,587,-5.873,-0.832,-0.3609,1111,393,298,388
1599,1040,824,245,954,524,-5.873,-0.832,-0.3609,889,384,130,279
1600,1040,778,272,854,515,-5.873,-0.832,-0.3609,816,393,76,243
1601,1040,623,304,756,499,-5.873,-0.832,-0.3609,689,401,133,195
1602,1040,463,312,590,483,-5.873,-0.832,-0.3609,526,397,127,171
1603,1040,205,224,308,503,-5.873,-0.832,-0.3609,256,363,103,279
1604,1040,61,247,191,469,-5.873,-0.832,-0.3609,126,358,130,222
1605,1041,971,200,1259,605,-5.86,-0.843,-0.35733,1115,402,288,405
1606,1041,824,257,970,537,-5.86,-0.843,-0.35733,897,397,146,280
1607,1041,766,282,867,502,-5.86,-0.843,-0.35733,816,392,101,220
1608,1041,619,302,758,505,-5.86,-0.843,-0.35733,688,403,139,203
1609,1041,451,316,598,495,-5.86,-0.843,-0.35733,524,405,147,179
1610,1041,176,219,301,499,-5.86,-0.843,-0.35733,238,359,125,280
1611,1041,57,240,192,473,-5.86,-0.843,-0.35733,124,356,135,233
1612,1042,984,206,1268,599,-5.849,-0.852,-0.350891,1126,402,284,393
1613,1042,825,258,976,538,-5.849,-0.852,-0.350891,900,398,151,280
1614,1042,772,284,864,495,-5.849,-0.852,-0.350891,818,389,92,211
1615,1042,612,300,761,511,-5.849,-0.852,-0.350891,686,405,149,211
1616,1042,453,316,601,482,-5.849,-0.852,-0.350891,527,399,148,166
1617,1042,177,231,301,497,-5.849,-0.852,-0.350891,239,364,124,266
1618,1042,29,250,201,469,-5.849,-0.852,-0.350891,115,359,172,219
1619,1043,993,199,1273,618,-5.841,-0.859,-0.340842,1133,408,280,419
1620,1043,831,262,985,548,-5.841,-0.859,-0.340842,908,405,154,286
1621,1043,766,283,893,523,-5.841,-0.859,-0.340842,829,403,127,240
1622,1043,606,303,766,505,-5.841,-0.859,-0.340842,686,404,160,202
1623,1043,445,309,593,494,-5.841,-0.859,-0.340842,519,401,148,185
1624,1043,189,219,294,491,-5.841,-0.859,-0.340842,241,355,105,272
1625,1043,31,247,195,485,-5.841,-0.859,-0.340842,113,366,164,238
1626,1044,975,192,1280,608,-5.834,-0.864,-0.332198,1127,400,305,416
1627,1044,827,247,1008,534,-5.834,-0.864,-0.332198,917,390,181,287
1628,1044,772,287,912,512,-5.834,-0.864,-0.332198,842,399,140,225
1629,1044,614,299,767,488,-5.834,-0.864,-0.332198,690,393,153,189
1630,1044,441,304,589,482,-5.834,-0.864,-0.332198,515,393,148,178
1631,1044,169,213,303,486,-5.834,-0.864,-0.332198,236,349,134,273
1632,1044,52,240,188,494,-5.834,-0.864,-0.332198,120,367,136,254
1633,1045,978,195,1280,617,-5.83,-0.868,-0.323525,1129,406,302,422
1634,1045,825,258,984,541,-5.83,-0.868,-0.323525,904,399,159,283
1635,1045,773,291,894,520,-5.83,-0.868,-0.323525,833,405,121,229
1636,1045,622,298,756,508,-5.83,-0.868,-0.323525,689,403,134,210
1637,1045,457,315,587,485,-5.83,-0.868,-0.323525,522,400,130,170
1638,1045,166,212,298,493,-5.83,-0.868,-0.323525,232,352,132,281
1639,1045,43,243,163,493,-5.83,-0.868,-0.323525,103,368,120,250
1640,1046,961,188,1279,628,-5.828,-0.869,-0.314825,1120,408,318,440
1641,1046,832,244,988,534,-5.828,-0.869,-0.314825,910,389,156,290
1642,1046,782,267,852,521,-5.828,-0.869,-0.314825,817,394,70,254
1643,1046,635,291,763,501,-5.828,-0.869,-0.314825,699,396,128,210
